time,voltage
0.36,0.10800000000000023
0.364,0.10920000000000024
0.368,0.11040000000000025
0.372,0.11160000000000025
0.376,0.11280000000000026
0.38,0.11400000000000027
0.384,0.11520000000000027
0.388,0.11640000000000028
0.392,0.11760000000000029
0.396,0.1188000000000003
0.4,0.1200000000000003
0.404,0.12120000000000031
0.408,0.12240000000000031
0.412,0.12360000000000032
0.416,0.12480000000000033
0.42,0.12600000000000033
0.424,0.12720000000000034
0.428,0.12840000000000035
0.432,0.12960000000000035
0.436,0.13080000000000036
0.44,0.13200000000000037
0.444,0.13320000000000037
0.448,0.13440000000000038
0.452,0.1356000000000004
0.456,0.1368000000000004
0.46,0.1380000000000004
0.464,0.1392000000000004
0.468,0.1404000000000004
0.472,0.14160000000000042
0.476,0.14280000000000043
0.48,0.14400000000000043
0.484,0.14520000000000044
0.488,0.14640000000000045
0.492,0.14760000000000045
0.496,0.14880000000000046
0.5,0.15000000000000047
0.504,0.15120000000000047
0.508,0.15240000000000048
0.512,0.1536000000000005
0.516,0.1548000000000005
0.52,0.1560000000000005
0.524,0.1572000000000005
0.528,0.1584000000000005
0.532,0.15960000000000052
0.536,0.16080000000000053
0.54,0.16200000000000053
0.544,0.16320000000000054
0.548,0.16440000000000055
0.552,0.16560000000000055
0.556,0.16680000000000056
0.56,0.16800000000000057
0.564,0.16920000000000057
0.568,0.17040000000000058
0.572,0.17160000000000059
0.576,0.1728000000000006
0.58,0.1740000000000006
0.584,0.1752000000000006
0.588,0.1764000000000006
0.592,0.17760000000000062
0.596,0.17880000000000063
0.6,0.18000000000000063
0.604,0.18120000000000064
0.608,0.18240000000000064
0.612,0.18360000000000065
0.616,0.18480000000000066
0.62,0.18600000000000066
0.624,0.18720000000000067
0.628,0.18840000000000068
0.632,0.18960000000000068
0.636,0.1908000000000007
0.64,0.1920000000000007
0.644,0.1932000000000007
0.648,0.1944000000000007
0.652,0.19560000000000072
0.656,0.19680000000000072
0.66,0.19800000000000073
0.664,0.19920000000000074
0.668,0.20040000000000074
0.672,0.20160000000000075
0.676,0.20280000000000076
0.68,0.20400000000000076
0.684,0.20520000000000077
0.688,0.20640000000000078
0.692,0.20760000000000078
0.696,0.2088000000000008
0.7,0.2100000000000008
0.704,0.2112000000000008
0.708,0.2124000000000008
0.712,0.21360000000000082
0.716,0.21480000000000082
0.72,0.21600000000000083
0.724,0.21720000000000084
0.728,0.21840000000000084
0.732,0.21960000000000085
0.736,0.22080000000000086
0.74,0.22200000000000086
0.744,0.22320000000000087
0.748,0.22440000000000088
0.752,0.22560000000000088
0.756,0.2268000000000009
0.76,0.2280000000000009
0.764,0.2292000000000009
0.768,0.2304000000000009
0.772,0.23160000000000092
0.776,0.23280000000000092
0.78,0.23400000000000093
0.784,0.23520000000000094
0.788,0.23640000000000094
0.792,0.23760000000000095
0.796,0.23880000000000096
0.8,0.24000000000000096
0.804,0.24120000000000097
0.808,0.24240000000000098
0.812,0.24360000000000098
0.816,0.244800000000001
0.82,0.246000000000001
0.824,0.247200000000001
0.828,0.248400000000001
0.832,0.24960000000000102
0.836,0.250800000000001
0.84,0.252000000000001
0.844,0.253200000000001
0.848,0.25440000000000096
0.852,0.25560000000000094
0.856,0.2568000000000009
0.86,0.2580000000000009
0.864,0.2592000000000009
0.868,0.26040000000000085
0.872,0.26160000000000083
0.876,0.2628000000000008
0.88,0.2640000000000008
0.884,0.26520000000000077
0.888,0.26640000000000075
0.892,0.2676000000000007
0.896,0.2688000000000007
0.9,0.2700000000000007
0.904,0.27120000000000066
0.908,0.27240000000000064
0.912,0.2736000000000006
0.916,0.2748000000000006
0.92,0.2760000000000006
0.924,0.27720000000000056
0.928,0.27840000000000054
0.932,0.2796000000000005
0.936,0.2808000000000005
0.94,0.2820000000000005
0.944,0.28320000000000045
0.948,0.28440000000000043
0.952,0.2856000000000004
0.956,0.2868000000000004
0.96,0.28800000000000037
0.964,0.28920000000000035
0.968,0.2904000000000003
0.972,0.2916000000000003
0.976,0.2928000000000003
0.98,0.29400000000000026
0.984,0.29520000000000024
0.988,0.2964000000000002
0.992,0.2976000000000002
0.996,0.2988000000000002
1.0,0.30000000000000016
1.004,0.30120000000000013
1.008,0.3024000000000001
1.012,0.3036000000000001
1.016,0.30480000000000007
1.02,0.30600000000000005
1.024,0.30720000000000003
1.028,0.3084
1.032,0.3096
1.036,0.31079999999999997
1.04,0.31199999999999994
1.044,0.3131999999999999
1.048,0.3143999999999999
1.052,0.3155999999999999
1.056,0.31679999999999986
1.06,0.31799999999999984
1.064,0.3191999999999998
1.068,0.3203999999999998
1.072,0.3215999999999998
1.076,0.32279999999999975
1.08,0.32399999999999973
1.084,0.3251999999999997
1.088,0.3263999999999997
1.092,0.32759999999999967
1.096,0.32879999999999965
1.1,0.3299999999999996
1.104,0.3311999999999996
1.108,0.3323999999999996
1.112,0.33359999999999956
1.116,0.33479999999999954
1.12,0.3359999999999995
1.124,0.3371999999999995
1.128,0.3383999999999995
1.132,0.33959999999999946
1.136,0.34079999999999944
1.14,0.3419999999999994
1.144,0.3431999999999994
1.148,0.3443999999999994
1.152,0.34559999999999935
1.156,0.34679999999999933
1.16,0.3479999999999993
1.164,0.3491999999999993
1.168,0.35039999999999927
1.172,0.35159999999999925
1.176,0.3527999999999992
1.18,0.3539999999999992
1.184,0.3551999999999992
1.188,0.35639999999999916
1.192,0.35759999999999914
1.196,0.3587999999999991
1.2,0.3599999999999991
1.204,0.3611999999999991
1.208,0.36239999999999906
1.212,0.36359999999999904
1.216,0.364799999999999
1.22,0.365999999999999
1.224,0.36719999999999897
1.228,0.36839999999999895
1.232,0.36959999999999893
1.236,0.3707999999999989
1.24,0.3719999999999989
1.244,0.37319999999999887
1.248,0.37439999999999884
1.252,0.3755999999999988
1.256,0.3767999999999988
1.26,0.3779999999999988
1.264,0.37919999999999876
1.268,0.38039999999999874
1.272,0.3815999999999987
1.276,0.3827999999999987
1.28,0.3839999999999987
1.284,0.38519999999999865
1.288,0.38639999999999863
1.292,0.3875999999999986
1.296,0.3887999999999986
1.3,0.38999999999999857
1.304,0.39119999999999855
1.308,0.3923999999999985
1.312,0.3935999999999985
1.316,0.3947999999999985
1.32,0.39599999999999846
1.324,0.39719999999999844
1.328,0.3983999999999984
1.332,0.3995999999999984
1.336,0.4007999999999984
1.34,0.40199999999999836
1.344,0.40319999999999834
1.348,0.4043999999999983
1.352,0.4055999999999983
1.356,0.4067999999999983
1.36,0.40799999999999825
1.364,0.40919999999999823
1.368,0.4103999999999982
1.372,0.4115999999999982
1.376,0.41279999999999817
1.38,0.41399999999999815
1.384,0.4151999999999981
1.388,0.4163999999999981
1.392,0.4175999999999981
1.396,0.41879999999999806
1.4,0.41999999999999804
1.404,0.421199999999998
1.408,0.422399999999998
1.412,0.423599999999998
1.416,0.42479999999999796
1.42,0.42599999999999794
1.424,0.4271999999999979
1.428,0.4283999999999979
1.432,0.4295999999999979
1.436,0.43079999999999785
1.44,0.43199999999999783
1.444,0.4331999999999978
1.448,0.4343999999999978
1.452,0.43559999999999777
1.456,0.43679999999999775
1.46,0.4379999999999977
1.464,0.4391999999999977
1.468,0.4403999999999977
1.472,0.44159999999999766
1.476,0.44279999999999764
1.48,0.4439999999999976
1.484,0.4451999999999976
1.488,0.4463999999999976
1.492,0.44759999999999756
1.496,0.44879999999999753
1.5,0.4499999999999975
1.504,0.4511999999999975
1.508,0.45239999999999747
1.512,0.45359999999999745
1.516,0.45479999999999743
1.52,0.4559999999999974
1.524,0.4571999999999974
1.528,0.45839999999999737
1.532,0.45959999999999734
1.536,0.4607999999999973
1.54,0.4619999999999973
1.544,0.4631999999999973
1.548,0.46439999999999726
1.552,0.46559999999999724
1.556,0.4667999999999972
1.56,0.4679999999999972
1.564,0.4691999999999972
1.568,0.47039999999999715
1.572,0.47159999999999713
1.576,0.4727999999999971
1.58,0.4739999999999971
1.584,0.47519999999999707
1.588,0.47639999999999705
1.592,0.477599999999997
1.596,0.478799999999997
1.6,0.479999999999997
1.604,0.48119999999999696
1.608,0.48239999999999694
1.612,0.4835999999999969
1.616,0.4847999999999969
1.62,0.4859999999999969
1.624,0.48719999999999686
1.628,0.48839999999999684
1.632,0.4895999999999968
1.636,0.4907999999999968
1.64,0.4919999999999968
1.644,0.49319999999999675
1.648,0.49439999999999673
1.652,0.4955999999999967
1.656,0.4967999999999967
1.66,0.49799999999999667
1.664,0.49919999999999665
1.668,0.5003999999999966
1.672,0.5015999999999966
1.676,0.5027999999999966
1.68,0.5039999999999966
1.684,0.5051999999999965
1.688,0.5063999999999965
1.692,0.5075999999999965
1.696,0.5087999999999965
1.7,0.5099999999999965
1.704,0.5111999999999964
1.708,0.5123999999999964
1.712,0.5135999999999964
1.716,0.5147999999999964
1.72,0.5159999999999964
1.724,0.5171999999999963
1.728,0.5183999999999963
1.732,0.5195999999999963
1.736,0.5207999999999963
1.74,0.5219999999999962
1.744,0.5231999999999962
1.748,0.5243999999999962
1.752,0.5255999999999962
1.756,0.5267999999999962
1.76,0.5279999999999961
1.764,0.5291999999999961
1.768,0.5303999999999961
1.772,0.5315999999999961
1.776,0.532799999999996
1.78,0.533999999999996
1.784,0.535199999999996
1.788,0.536399999999996
1.792,0.537599999999996
1.796,0.538799999999996
1.8,0.5399999999999959
1.804,0.5411999999999959
1.808,0.5423999999999959
1.812,0.5435999999999959
1.816,0.5447999999999958
1.82,0.5459999999999958
1.824,0.5471999999999958
1.828,0.5483999999999958
1.832,0.5495999999999958
1.836,0.5507999999999957
1.84,0.5519999999999957
1.844,0.5531999999999957
1.848,0.5543999999999957
1.852,0.5555999999999957
1.856,0.5567999999999956
1.86,0.5579999999999956
1.864,0.5591999999999956
1.868,0.5603999999999956
1.872,0.5615999999999955
1.876,0.5627999999999955
1.88,0.5639999999999955
1.884,0.5651999999999955
1.888,0.5663999999999955
1.892,0.5675999999999954
1.896,0.5687999999999954
1.9,0.5699999999999954
1.904,0.5711999999999954
1.908,0.5723999999999954
1.912,0.5735999999999953
1.916,0.5747999999999953
1.92,0.5759999999999953
1.924,0.5771999999999953
1.928,0.5783999999999953
1.932,0.5795999999999952
1.936,0.5807999999999952
1.94,0.5819999999999952
1.944,0.5831999999999952
1.948,0.5843999999999951
1.952,0.5855999999999951
1.956,0.5867999999999951
1.96,0.5879999999999951
1.964,0.5891999999999951
1.968,0.590399999999995
1.972,0.591599999999995
1.976,0.592799999999995
1.98,0.593999999999995
1.984,0.595199999999995
1.988,0.5963999999999949
1.992,0.5975999999999949
1.996,0.5987999999999949
2.0,0.5999999999999949
2.004,0.6011999999999948
2.008,0.6023999999999948
2.012,0.6035999999999948
2.016,0.6047999999999948
2.02,0.6059999999999948
2.024,0.6071999999999947
2.028,0.6083999999999947
2.032,0.6095999999999947
2.036,0.6107999999999947
2.04,0.6119999999999947
2.044,0.6131999999999946
2.048,0.6143999999999946
2.052,0.6155999999999946
2.056,0.6167999999999946
2.06,0.6179999999999946
2.064,0.6191999999999945
2.068,0.6203999999999945
2.072,0.6215999999999945
2.076,0.6227999999999945
2.08,0.6239999999999944
2.084,0.6251999999999944
2.088,0.6263999999999944
2.092,0.6275999999999944
2.096,0.6287999999999944
2.1,0.6299999999999943
2.104,0.6311999999999943
2.108,0.6323999999999943
2.112,0.6335999999999943
2.116,0.6347999999999943
2.12,0.6359999999999942
2.124,0.6371999999999942
2.128,0.6383999999999942
2.132,0.6395999999999942
2.136,0.6407999999999942
2.14,0.6419999999999941
2.144,0.6431999999999941
2.148,0.6443999999999941
2.152,0.6455999999999941
2.156,0.646799999999994
2.16,0.647999999999994
2.164,0.649199999999994
2.168,0.650399999999994
2.172,0.651599999999994
2.176,0.6527999999999939
2.18,0.6539999999999939
2.184,0.6551999999999939
2.188,0.6563999999999939
2.192,0.6575999999999939
2.196,0.6587999999999938
2.2,0.6599999999999938
2.204,0.6611999999999938
2.208,0.6623999999999938
2.212,0.6635999999999938
2.216,0.6647999999999937
2.22,0.6659999999999937
2.224,0.6671999999999937
2.228,0.6683999999999937
2.232,0.6695999999999936
2.236,0.6707999999999936
2.24,0.6719999999999936
2.244,0.6731999999999936
2.248,0.6743999999999936
2.252,0.6755999999999935
2.256,0.6767999999999935
2.26,0.6779999999999935
2.264,0.6791999999999935
2.268,0.6803999999999935
2.272,0.6815999999999934
2.276,0.6827999999999934
2.28,0.6839999999999934
2.284,0.6851999999999934
2.288,0.6863999999999933
2.292,0.6875999999999933
2.296,0.6887999999999933
2.3,0.6899999999999933
2.304,0.6911999999999933
2.308,0.6923999999999932
2.312,0.6935999999999932
2.316,0.6947999999999932
2.32,0.6959999999999932
2.324,0.6971999999999932
2.328,0.6983999999999931
2.332,0.6995999999999931
2.336,0.7007999999999931
2.34,0.7019999999999931
2.344,0.703199999999993
2.348,0.704399999999993
2.352,0.705599999999993
2.356,0.706799999999993
2.36,0.707999999999993
2.364,0.709199999999993
2.368,0.7103999999999929
2.372,0.7115999999999929
2.376,0.7127999999999929
2.38,0.7139999999999929
2.384,0.7151999999999928
2.388,0.7163999999999928
2.392,0.7175999999999928
2.396,0.7187999999999928
2.4,0.7199999999999928
2.404,0.7211999999999927
2.408,0.7223999999999927
2.412,0.7235999999999927
2.416,0.7247999999999927
2.42,0.7259999999999927
2.424,0.7271999999999926
2.428,0.7283999999999926
2.432,0.7295999999999926
2.436,0.7307999999999926
2.44,0.7319999999999925
2.444,0.7331999999999925
2.448,0.7343999999999925
2.452,0.7355999999999925
2.456,0.7367999999999925
2.46,0.7379999999999924
2.464,0.7391999999999924
2.468,0.7403999999999924
2.472,0.7415999999999924
2.476,0.7427999999999924
2.48,0.7439999999999923
2.484,0.7451999999999923
2.488,0.7463999999999923
2.492,0.7475999999999923
2.496,0.7487999999999922
2.5,0.7499999999999922
2.504,0.7511999999999922
2.508,0.7523999999999922
2.512,0.7535999999999922
2.516,0.7547999999999921
2.52,0.7559999999999921
2.524,0.7571999999999921
2.528,0.7583999999999921
2.532,0.7595999999999921
2.536,0.760799999999992
2.54,0.761999999999992
2.544,0.763199999999992
2.548,0.764399999999992
2.552,0.765599999999992
2.556,0.7667999999999919
2.56,0.7679999999999919
2.564,0.7691999999999919
2.568,0.7703999999999919
2.572,0.7715999999999918
2.576,0.7727999999999918
2.58,0.7739999999999918
2.584,0.7751999999999918
2.588,0.7763999999999918
2.592,0.7775999999999917
2.596,0.7787999999999917
2.6,0.7799999999999917
2.604,0.7811999999999917
2.608,0.7823999999999917
2.612,0.7835999999999916
2.616,0.7847999999999916
2.62,0.7859999999999916
2.624,0.7871999999999916
2.628,0.7883999999999916
2.632,0.7895999999999915
2.636,0.7907999999999915
2.64,0.7919999999999915
2.644,0.7931999999999915
2.648,0.7943999999999914
2.652,0.7955999999999914
2.656,0.7967999999999914
2.66,0.7979999999999914
2.664,0.7991999999999914
2.668,0.8003999999999913
2.672,0.8015999999999913
2.676,0.8027999999999913
2.68,0.8039999999999913
2.684,0.8051999999999913
2.688,0.8063999999999912
2.692,0.8075999999999912
2.696,0.8087999999999912
2.7,0.8099999999999912
2.704,0.8111999999999912
2.708,0.8123999999999911
2.712,0.8135999999999911
2.716,0.8147999999999911
2.72,0.8159999999999911
2.724,0.817199999999991
2.728,0.818399999999991
2.732,0.819599999999991
2.736,0.820799999999991
2.74,0.821999999999991
2.744,0.8231999999999909
2.748,0.8243999999999909
2.752,0.8255999999999909
2.756,0.8267999999999909
2.76,0.8279999999999909
2.764,0.8291999999999908
2.768,0.8303999999999908
2.772,0.8315999999999908
2.776,0.8327999999999908
2.78,0.8339999999999907
2.784,0.8351999999999907
2.788,0.8363999999999907
2.792,0.8375999999999907
2.796,0.8387999999999907
2.8,0.8399999999999906
2.804,0.8411999999999906
2.808,0.8423999999999906
2.812,0.8435999999999906
2.816,0.8447999999999906
2.82,0.8459999999999905
2.824,0.8471999999999905
2.828,0.8483999999999905
2.832,0.8495999999999905
2.836,0.8507999999999905
2.84,0.8519999999999904
2.844,0.8531999999999904
2.848,0.8543999999999904
2.852,0.8555999999999904
2.856,0.8567999999999903
2.86,0.8579999999999903
2.864,0.8591999999999903
2.868,0.8603999999999903
2.872,0.8615999999999903
2.876,0.8627999999999902
2.88,0.8639999999999902
2.884,0.8651999999999902
2.888,0.8663999999999902
2.892,0.8675999999999902
2.896,0.8687999999999901
2.9,0.8699999999999901
2.904,0.8711999999999901
2.908,0.8723999999999901
2.912,0.87359999999999
2.916,0.87479999999999
2.92,0.87599999999999
2.924,0.87719999999999
2.928,0.87839999999999
2.932,0.87959999999999
2.936,0.8807999999999899
2.94,0.8819999999999899
2.944,0.8831999999999899
2.948,0.8843999999999899
2.952,0.8855999999999898
2.956,0.8867999999999898
2.96,0.8879999999999898
2.964,0.8891999999999898
2.968,0.8903999999999898
2.972,0.8915999999999897
2.976,0.8927999999999897
2.98,0.8939999999999897
2.984,0.8951999999999897
2.988,0.8963999999999896
2.992,0.8975999999999896
2.996,0.8987999999999896
3.0,0.8999999999999896
3.004,0.9011999999999896
3.008,0.9023999999999895
3.012,0.9035999999999895
3.016,0.9047999999999895
3.02,0.9059999999999895
3.024,0.9071999999999895
3.028,0.9083999999999894
3.032,0.9095999999999894
3.036,0.9107999999999894
3.04,0.9119999999999894
3.044,0.9131999999999894
3.048,0.9143999999999893
3.052,0.9155999999999893
3.056,0.9167999999999893
3.06,0.9179999999999893
3.064,0.9191999999999892
3.068,0.9203999999999892
3.072,0.9215999999999892
3.076,0.9227999999999892
3.08,0.9239999999999892
3.084,0.9251999999999891
3.088,0.9263999999999891
3.092,0.9275999999999891
3.096,0.9287999999999891
3.1,0.9299999999999891
3.104,0.931199999999989
3.108,0.932399999999989
3.112,0.933599999999989
3.116,0.934799999999989
3.12,0.935999999999989
3.124,0.9371999999999889
3.128,0.9383999999999889
3.132,0.9395999999999889
3.136,0.9407999999999889
3.14,0.9419999999999888
3.144,0.9431999999999888
3.148,0.9443999999999888
3.152,0.9455999999999888
3.156,0.9467999999999888
3.16,0.9479999999999887
3.164,0.9491999999999887
3.168,0.9503999999999887
3.172,0.9515999999999887
3.176,0.9527999999999887
3.18,0.9539999999999886
3.184,0.9551999999999886
3.188,0.9563999999999886
3.192,0.9575999999999886
3.196,0.9587999999999886
3.2,0.9599999999999885
3.204,0.9611999999999885
3.208,0.9623999999999885
3.212,0.9635999999999885
3.216,0.9647999999999884
3.22,0.9659999999999884
3.224,0.9671999999999884
3.228,0.9683999999999884
3.232,0.9695999999999884
3.236,0.9707999999999883
3.24,0.9719999999999883
3.244,0.9731999999999883
3.248,0.9743999999999883
3.252,0.9755999999999883
3.256,0.9767999999999882
3.26,0.9779999999999882
3.264,0.9791999999999882
3.268,0.9803999999999882
3.272,0.9815999999999881
3.276,0.9827999999999881
3.28,0.9839999999999881
3.284,0.9851999999999881
3.288,0.9863999999999881
3.292,0.987599999999988
3.296,0.988799999999988
3.3,0.989999999999988
3.304,0.991199999999988
3.308,0.992399999999988
3.312,0.9935999999999879
3.316,0.9947999999999879
3.32,0.9959999999999879
3.324,0.9971999999999879
3.328,0.9983999999999879
3.332,0.9995999999999878
3.336,1.000799999999988
3.34,1.001999999999988
3.344,1.003199999999988
3.348,1.0043999999999882
3.352,1.0055999999999883
3.356,1.0067999999999884
3.36,1.0079999999999885
3.364,1.0091999999999886
3.368,1.0103999999999886
3.372,1.0115999999999887
3.376,1.0127999999999888
3.38,1.013999999999989
3.384,1.015199999999989
3.388,1.016399999999989
3.392,1.0175999999999892
3.396,1.0187999999999893
3.4,1.0199999999999894
3.404,1.0211999999999894
3.408,1.0223999999999895
3.412,1.0235999999999896
3.416,1.0247999999999897
3.42,1.0259999999999898
3.424,1.02719999999999
3.428,1.02839999999999
3.432,1.02959999999999
3.436,1.0307999999999902
3.44,1.0319999999999903
3.444,1.0331999999999903
3.448,1.0343999999999904
3.452,1.0355999999999905
3.456,1.0367999999999906
3.46,1.0379999999999907
3.464,1.0391999999999908
3.468,1.0403999999999909
3.472,1.041599999999991
3.476,1.042799999999991
3.48,1.0439999999999912
3.484,1.0451999999999912
3.488,1.0463999999999913
3.492,1.0475999999999914
3.496,1.0487999999999915
3.5,1.0499999999999916
3.504,1.0511999999999917
3.508,1.0523999999999918
3.512,1.0535999999999919
3.516,1.054799999999992
3.52,1.055999999999992
3.524,1.0571999999999921
3.528,1.0583999999999922
3.532,1.0595999999999923
3.536,1.0607999999999924
3.54,1.0619999999999925
3.544,1.0631999999999926
3.548,1.0643999999999927
3.552,1.0655999999999928
3.556,1.0667999999999929
3.56,1.067999999999993
3.564,1.069199999999993
3.568,1.0703999999999931
3.572,1.0715999999999932
3.576,1.0727999999999933
3.58,1.0739999999999934
3.584,1.0751999999999935
3.588,1.0763999999999936
3.592,1.0775999999999937
3.596,1.0787999999999938
3.6,1.0799999999999939
3.604,1.081199999999994
3.608,1.082399999999994
3.612,1.0835999999999941
3.616,1.0847999999999942
3.62,1.0859999999999943
3.624,1.0871999999999944
3.628,1.0883999999999945
3.632,1.0895999999999946
3.636,1.0907999999999947
3.64,1.0919999999999948
3.644,1.0931999999999948
3.648,1.094399999999995
3.652,1.095599999999995
3.656,1.0967999999999951
3.66,1.0979999999999952
3.664,1.0991999999999953
3.668,1.1003999999999954
3.672,1.1015999999999955
3.676,1.1027999999999956
3.68,1.1039999999999957
3.684,1.1051999999999957
3.688,1.1063999999999958
3.692,1.107599999999996
3.696,1.108799999999996
3.7,1.109999999999996
3.704,1.1111999999999962
3.708,1.1123999999999963
3.712,1.1135999999999964
3.716,1.1147999999999965
3.72,1.1159999999999966
3.724,1.1171999999999966
3.728,1.1183999999999967
3.732,1.1195999999999968
3.736,1.120799999999997
3.74,1.121999999999997
3.744,1.123199999999997
3.748,1.1243999999999972
3.752,1.1255999999999973
3.756,1.1267999999999974
3.76,1.1279999999999974
3.764,1.1291999999999975
3.768,1.1303999999999976
3.772,1.1315999999999977
3.776,1.1327999999999978
3.78,1.133999999999998
3.784,1.135199999999998
3.788,1.136399999999998
3.792,1.1375999999999982
3.796,1.1387999999999983
3.8,1.1399999999999983
3.804,1.1411999999999984
3.808,1.1423999999999985
3.812,1.1435999999999986
3.816,1.1447999999999987
3.82,1.1459999999999988
3.824,1.1471999999999989
3.828,1.148399999999999
3.832,1.149599999999999
3.836,1.1507999999999992
3.84,1.1519999999999992
3.844,1.1531999999999993
3.848,1.1543999999999994
3.852,1.1555999999999995
3.856,1.1567999999999996
3.86,1.1579999999999997
3.864,1.1591999999999998
3.868,1.1603999999999999
3.872,1.1616
3.876,1.1628
3.88,1.1640000000000001
3.884,1.1652000000000002
3.888,1.1664000000000003
3.892,1.1676000000000004
3.896,1.1688000000000005
3.9,1.1700000000000006
3.904,1.1712000000000007
3.908,1.1724000000000008
3.912,1.1736000000000009
3.916,1.174800000000001
3.92,1.176000000000001
3.924,1.1772000000000011
3.928,1.1784000000000012
3.932,1.1796000000000013
3.936,1.1808000000000014
3.94,1.1820000000000015
3.944,1.1832000000000016
3.948,1.1844000000000017
3.952,1.1856000000000018
3.956,1.1868000000000019
3.96,1.188000000000002
3.964,1.189200000000002
3.968,1.1904000000000021
3.972,1.1916000000000022
3.976,1.1928000000000023
3.98,1.1940000000000024
3.984,1.1952000000000025
3.988,1.1964000000000026
3.992,1.1976000000000027
3.996,1.1988000000000028
4.0,1.2000000000000028
4.004,1.201200000000003
4.008,1.202400000000003
4.012,1.2036000000000031
4.016,1.2048000000000032
4.02,1.2060000000000033
4.024,1.2072000000000034
4.028,1.2084000000000035
4.032,1.2096000000000036
4.036,1.2108000000000037
4.04,1.2120000000000037
4.044,1.2132000000000038
4.048,1.214400000000004
4.052,1.215600000000004
4.056,1.216800000000004
4.06,1.2180000000000042
4.064,1.2192000000000043
4.068,1.2204000000000044
4.072,1.2216000000000045
4.076,1.2228000000000045
4.08,1.2240000000000046
4.084,1.2252000000000047
4.088,1.2264000000000048
4.092,1.227600000000005
4.096,1.228800000000005
4.1,1.230000000000005
4.104,1.2312000000000052
4.108,1.2324000000000053
4.112,1.2336000000000054
4.116,1.2348000000000054
4.12,1.2360000000000055
4.124,1.2372000000000056
4.128,1.2384000000000057
4.132,1.2396000000000058
4.136,1.240800000000006
4.14,1.242000000000006
4.144,1.243200000000006
4.148,1.2444000000000062
4.152,1.2456000000000063
4.156,1.2468000000000063
4.16,1.2480000000000064
4.164,1.2492000000000065
4.168,1.2504000000000066
4.172,1.2516000000000067
4.176,1.2528000000000068
4.18,1.2540000000000069
4.184,1.255200000000007
4.188,1.256400000000007
4.192,1.2576000000000072
4.196,1.2588000000000072
4.2,1.2600000000000073
4.204,1.2612000000000074
4.208,1.2624000000000075
4.212,1.2636000000000076
4.216,1.2648000000000077
4.22,1.2660000000000078
4.224,1.2672000000000079
4.228,1.268400000000008
4.232,1.269600000000008
4.236,1.2708000000000081
4.24,1.2720000000000082
4.244,1.2732000000000083
4.248,1.2744000000000084
4.252,1.2756000000000085
4.256,1.2768000000000086
4.26,1.2780000000000087
4.264,1.2792000000000088
4.268,1.2804000000000089
4.272,1.281600000000009
4.276,1.282800000000009
4.28,1.2840000000000091
4.284,1.2852000000000092
4.288,1.2864000000000093
4.292,1.2876000000000094
4.296,1.2888000000000095
4.3,1.2900000000000096
4.304,1.2912000000000097
4.308,1.2924000000000098
4.312,1.2936000000000099
4.316,1.29480000000001
4.32,1.29600000000001
4.324,1.2972000000000101
4.328,1.2984000000000102
4.332,1.2996000000000103
4.336,1.3008000000000104
4.34,1.3020000000000105
4.344,1.3032000000000106
4.348,1.3044000000000107
4.352,1.3056000000000108
4.356,1.3068000000000108
4.36,1.308000000000011
4.364,1.309200000000011
